id,name,city,credit_limit
808,Sam King,Amsterdam,5000
809,Frank Taylor,Prague,2000
810,Iris Young,Rome,500
811,Frank Hall,Prague,5000
812,Jack Young,Berlin,2000
813,Iris Wilson,Copenhagen,10000
814,Tina Evans,Stockholm,500
815,Eve Roberts,London,5000
816,Karen Turner,Riga,5000
817,Zoe Campbell,Budapest,5000
818,Karen Hall,Riga,1000
819,Jack Johnson,Riga,1000
820,Paul Johnson,Amsterdam,5000
821,Karen Roberts,Copenhagen,10000
822,Zoe Wilson,Budapest,5000
823,Iris Turner,Dublin,2000
824,Dave Scott,Vienna,10000
825,Rosa Davies,Zurich,500
826,Xena Allen,Vienna,5000
827,Zoe Roberts,Berlin,5000
828,Victor Young,Rome,2000
829,Hank Thomas,Rome,5000
830,Zoe Walker,Berlin,5000
831,Tina Young,Athens,5000
832,Rosa King,Oslo,10000
833,Bob Perez,Lisbon,10000
834,Tina Baker,Berlin,500
835,Yuki Wilson,Lisbon,1000
836,Uma Green,Paris,10000
837,Uma Adams,Dublin,2000
838,Zoe Hall,Madrid,500
839,Dave Thomas,Brussels,10000
840,Xena King,Zurich,10000
841,Wendy Scott,Brussels,5000
842,Leo Walker,Stockholm,10000
843,Wendy King,Rome,2000
844,Alice Young,Madrid,2000
845,Nick Williams,Madrid,1000
846,Leo Roberts,Budapest,5000
847,Zoe Evans,Helsinki,5000
848,Leo Young,Madrid,5000
849,Xena Nelson,Stockholm,2000
850,Carol Roberts,Paris,500
851,Alice Campbell,Budapest,500
852,Victor Perez,Amsterdam,1000
853,Quinn Davies,Zurich,1000
854,Karen Wright,Oslo,5000
855,Hank Perez,Dublin,1000
856,Frank Baker,Oslo,5000
857,Alice Carter,Riga,1000
858,Olivia Scott,Oslo,5000
859,Alice Nelson,Vienna,1000
860,Iris Mitchell,Berlin,10000
861,Dave Perez,Zurich,1000
862,Leo Johnson,Vienna,5000
863,Dave Thomas,Copenhagen,10000
864,Uma Johnson,Riga,5000
865,Tina Walker,Athens,500
866,Leo Lewis,Stockholm,10000
867,Frank Turner,Warsaw,10000
868,Sam Williams,Rome,2000
869,Dave Wilson,Warsaw,500
870,Frank Lewis,Rome,10000
871,Maya Hall,Riga,1000
872,Sam Walker,Oslo,1000
873,Paul Baker,Zurich,1000
874,Rosa Davies,Copenhagen,2000
875,Eve Davies,Budapest,5000
876,Tina Jones,Lisbon,500
877,Paul Taylor,Vienna,5000
878,Rosa King,Copenhagen,5000
879,Victor Young,Oslo,5000
880,Paul Davies,Berlin,10000
881,Alice Perez,Brussels,2000
882,Bob Thomas,Brussels,10000
883,Jack Davies,Stockholm,10000
884,Xena Mitchell,Copenhagen,10000
885,Quinn Brown,Athens,500
886,Iris Mitchell,Zurich,2000
887,Rosa Turner,Paris,5000
888,Rosa Evans,Oslo,500
889,Xena Turner,Brussels,2000
890,Bob Allen,Prague,2000
891,Carol Allen,Madrid,1000
892,Grace Perez,Athens,2000
893,Wendy Green,Oslo,1000
894,Tina Taylor,Vienna,1000
895,Zoe Jones,Athens,2000
896,Rosa Thomas,Riga,10000
897,Frank Johnson,Warsaw,2000
898,Sam Thomas,Helsinki,500
899,Eve Mitchell,Oslo,500
900,Iris Campbell,Rome,1000
901,Hank Taylor,Budapest,1000
902,Yuki Turner,Dublin,5000
903,Eve Scott,Prague,5000
904,Maya Allen,Berlin,500
905,Maya King,Prague,2000
906,Olivia Young,Budapest,10000
907,Alice Campbell,Berlin,5000
908,Uma Adams,Lisbon,500
909,Zoe Wright,Dublin,1000
910,Nick Turner,Vienna,5000
911,Iris Johnson,Warsaw,2000
912,Rosa Scott,Rome,10000
913,Paul Perez,Budapest,500
914,Bob Brown,Stockholm,500
915,Dave Campbell,Amsterdam,5000
916,Olivia Smith,Oslo,1000
917,Wendy Taylor,Warsaw,1000
918,Iris Williams,Lisbon,2000
919,Carol Lewis,Amsterdam,500
920,Maya Baker,Warsaw,1000
921,Nick Baker,Berlin,500
922,Alice Evans,Copenhagen,500
923,Eve Scott,Brussels,10000
924,Victor Allen,London,500
925,Wendy Johnson,Madrid,5000
926,Wendy Taylor,Copenhagen,500
927,Hank Walker,Berlin,500
928,Dave Johnson,Lisbon,2000
929,Eve Walker,Rome,1000
930,Carol King,Athens,500
931,Tina Baker,Amsterdam,5000
932,Leo Carter,Vienna,1000
933,Nick Green,Stockholm,1000
934,Carol Brown,Rome,500
935,Sam Carter,Dublin,2000
936,Nick Johnson,Rome,1000
937,Iris Baker,Berlin,1000
938,Rosa Green,Riga,10000
939,Jack Mitchell,London,2000
940,Grace King,Riga,10000
941,Grace Carter,Dublin,2000
942,Uma Jones,Brussels,5000
943,Maya Brown,Brussels,5000
944,Uma Green,Berlin,10000
945,Alice Lewis,Budapest,1000
946,Maya Campbell,Athens,5000
947,Leo Wright,Amsterdam,5000
948,Yuki Williams,London,10000
949,Carol Smith,Prague,1000
950,Bob Jones,Dublin,10000
951,Jack Baker,Helsinki,5000
952,Nick Nelson,Dublin,500
953,Uma Wright,Zurich,10000
954,Eve Thomas,Berlin,2000
955,Carol King,Vienna,1000
956,Rosa Johnson,Dublin,10000
957,Uma Mitchell,Berlin,2000
958,Wendy Hall,Brussels,500
959,Hank Williams,Oslo,500
960,Olivia Green,Riga,500
961,Jack Adams,Amsterdam,500
962,Alice Nelson,Rome,500
963,Frank Young,Lisbon,10000
964,Quinn Perez,Prague,1000
965,Leo Taylor,Prague,500
966,Yuki Smith,Budapest,5000
967,Iris King,Berlin,2000
968,Wendy Scott,Berlin,5000
969,Olivia King,Lisbon,500
970,Paul Campbell,Athens,1000
971,Leo Davies,Prague,500
972,Sam Adams,Madrid,1000
973,Xena King,London,500
974,Alice Wilson,Paris,5000
975,Leo Walker,Rome,1000
976,Bob Wright,Oslo,1000
977,Karen Wilson,Oslo,2000
978,Iris Turner,Berlin,10000
979,Leo Brown,Helsinki,500
980,Frank Wilson,Helsinki,500
981,Maya Williams,Stockholm,2000
982,Yuki Campbell,Warsaw,2000
983,Carol Wright,Stockholm,500
984,Leo Evans,Warsaw,10000
985,Zoe Roberts,Riga,1000
986,Olivia Lewis,Athens,5000
987,Yuki Mitchell,Vienna,10000
988,Yuki Perez,Brussels,1000
989,Alice Hall,London,1000
990,Rosa Lewis,London,2000
991,Alice Mitchell,Dublin,2000
992,Dave Evans,Helsinki,1000
993,Nick Young,Paris,1000
994,Wendy Thomas,Berlin,500
995,Hank Campbell,Helsinki,5000
996,Wendy Lewis,Stockholm,500
997,Sam Brown,Helsinki,1000
998,Uma Turner,Dublin,500
999,Sam Scott,Paris,5000
1000,Victor Taylor,Brussels,2000
1001,Iris Campbell,Budapest,5000
1002,Wendy Turner,Budapest,2000
1003,Olivia Thomas,Brussels,500
1004,Grace Taylor,Athens,500
1005,Eve Brown,Amsterdam,5000
1006,Olivia Johnson,Oslo,500
1007,Rosa Lewis,Vienna,5000
1008,Jack Allen,Prague,500
1009,Carol Davies,Warsaw,10000
1010,Bob Evans,Budapest,1000
1011,Carol Nelson,Brussels,2000
1012,Maya King,Paris,2000
1013,Iris Turner,Amsterdam,500
1014,Maya Campbell,Stockholm,10000
1015,Xena Wright,Brussels,500
1016,Olivia Brown,Rome,500
1017,Alice Jones,Brussels,1000
1018,Grace Turner,Dublin,2000
1019,Victor Baker,Berlin,10000
1020,Sam Thomas,Berlin,500
1021,Carol Evans,Stockholm,1000
1022,Carol Campbell,Budapest,500
1023,Bob Allen,Paris,1000
1024,Sam Hall,Dublin,5000
1025,Alice Walker,Oslo,1000
1026,Leo Evans,Amsterdam,2000
1027,Iris Allen,Rome,500
1028,Tina Green,Riga,1000
1029,Uma Roberts,Copenhagen,5000
1030,Rosa Young,Paris,500
1031,Iris Walker,Rome,5000
1032,Grace Baker,Helsinki,1000
1033,Uma Perez,Zurich,500
1034,Maya Perez,Lisbon,5000
1035,Rosa Perez,Copenhagen,2000
1036,Sam King,Budapest,5000
1037,Iris Davies,London,2000
1038,Tina Wilson,London,2000
1039,Bob Perez,Copenhagen,10000
1040,Leo Mitchell,Athens,1000
1041,Frank Brown,Brussels,1000
1042,Iris Wright,Paris,1000
1043,Sam Campbell,Dublin,2000
1044,Frank Davies,Brussels,10000
1045,Karen Perez,Lisbon,10000
1046,Alice Nelson,Lisbon,10000
1047,Sam Taylor,Athens,1000
1048,Zoe Young,Zurich,2000
1049,Frank Young,Paris,500
1050,Bob Wilson,Riga,1000
1051,Alice King,Copenhagen,500
1052,Karen Green,Vienna,1000
1053,Karen Nelson,Amsterdam,2000
1054,Bob Smith,Rome,10000
1055,Wendy Taylor,Madrid,10000
1056,Leo Williams,Lisbon,5000
1057,Sam Brown,Budapest,2000
1058,Karen Taylor,Amsterdam,5000
1059,Zoe Baker,Copenhagen,2000
1060,Frank Nelson,Zurich,10000
1061,Zoe Lewis,Brussels,10000
1062,Frank Walker,Warsaw,2000
1063,Eve Davies,London,10000
1064,Maya Campbell,Athens,500
1065,Frank Green,Budapest,10000
1066,Hank Baker,Athens,500
1067,Paul Taylor,Budapest,500
1068,Hank Lewis,Budapest,1000
1069,Uma Williams,Budapest,5000
1070,Alice Thomas,Vienna,1000
1071,Wendy Williams,Lisbon,2000
1072,Zoe Brown,London,500
1073,Maya Allen,Oslo,1000
1074,Nick Young,Dublin,2000
1075,Rosa Walker,Madrid,5000
1076,Zoe Campbell,Athens,1000
1077,Frank Allen,Berlin,500
1078,Jack Smith,Budapest,2000
1079,Dave Williams,Budapest,1000
1080,Maya Davies,Berlin,10000
1081,Carol Johnson,Riga,10000
1082,Paul Nelson,London,5000
1083,Uma Davies,Riga,5000
1084,Frank Jones,Madrid,2000
1085,Grace Evans,Oslo,10000
1086,Xena Carter,Zurich,2000
1087,Victor Roberts,Warsaw,1000
1088,Dave Jones,Dublin,10000
1089,Rosa Turner,Copenhagen,1000
1090,Bob Lewis,London,5000
1091,Carol Roberts,Riga,5000
1092,Grace Brown,London,1000
1093,Frank Baker,Warsaw,500
1094,Paul Campbell,Madrid,2000
1095,Zoe Walker,Copenhagen,5000
1096,Victor Thomas,Berlin,10000
1097,Maya Davies,Lisbon,5000
1098,Leo Davies,Stockholm,500
1099,Iris Allen,Stockholm,2000
1100,Hank Turner,Prague,10000
1101,Bob Taylor,Madrid,500
1102,Victor Lewis,Zurich,5000
1103,Yuki Scott,Brussels,10000
1104,Bob Turner,Dublin,10000
1105,Nick Wright,Copenhagen,10000
1106,Hank Young,Warsaw,500
1107,Maya Campbell,Paris,10000
1108,Sam King,Athens,10000
1109,Eve Brown,Stockholm,1000
1110,Frank Evans,Vienna,1000
1111,Bob Hall,Berlin,5000
1112,Grace Turner,Rome,10000
1113,Iris Johnson,Berlin,500
1114,Maya Wright,Dublin,10000
1115,Karen Campbell,Prague,10000
1116,Olivia Campbell,London,10000
1117,Sam King,Oslo,500
1118,Nick Taylor,Rome,10000
1119,Sam Scott,Madrid,500
1120,Sam Mitchell,Madrid,2000
1121,Rosa Lewis,Oslo,2000
1122,Maya Baker,Copenhagen,10000
1123,Tina Young,Paris,1000
1124,Iris Walker,Rome,10000
1125,Tina Adams,Dublin,500
1126,Maya Johnson,Brussels,500
1127,Xena Young,Prague,2000
1128,Alice Johnson,Warsaw,2000
1129,Iris Turner,Copenhagen,500
1130,Hank Taylor,Warsaw,5000
1131,Yuki Turner,Budapest,2000
1132,Xena Hall,Riga,500
1133,Grace Allen,Vienna,5000
1134,Xena Young,Helsinki,2000
1135,Bob King,Amsterdam,500
1136,Jack Nelson,Helsinki,5000
1137,Eve Mitchell,Helsinki,10000
1138,Alice Davies,Vienna,1000
1139,Bob Wilson,Paris,5000
1140,Bob Lewis,Vienna,2000
1141,Leo Turner,Stockholm,10000
1142,Maya Baker,Madrid,500
1143,Hank Lewis,Copenhagen,10000
1144,Olivia Davies,Copenhagen,10000
1145,Rosa Lewis,Lisbon,1000
1146,Iris Carter,Berlin,2000
1147,Alice Walker,Paris,1000
1148,Sam Mitchell,Vienna,1000
1149,Uma Wilson,Vienna,2000
1150,Uma Hall,Helsinki,500
1151,Yuki Mitchell,London,5000
1152,Eve Baker,Amsterdam,10000
1153,Zoe Smith,Brussels,2000
1154,Tina Perez,Warsaw,2000
1155,Nick Walker,Lisbon,5000
1156,Iris Evans,Stockholm,2000
1157,Victor King,Riga,5000
1158,Sam Brown,London,10000
1159,Victor Turner,Lisbon,10000
1160,Uma Green,Riga,2000
1161,Jack Adams,Madrid,5000
1162,Carol Johnson,Prague,2000
1163,Iris Thomas,Warsaw,1000
1164,Eve King,Brussels,500
1165,Zoe Campbell,Riga,5000
1166,Victor Johnson,Rome,500
1167,Uma Young,Warsaw,2000
1168,Nick Walker,Dublin,500
1169,Sam Nelson,Athens,1000
1170,Karen Carter,Brussels,10000
1171,Uma Perez,Copenhagen,2000
1172,Quinn Roberts,Amsterdam,10000
1173,Frank Roberts,Madrid,5000
1174,Eve Carter,Prague,10000
1175,Yuki Davies,Budapest,500
1176,Hank Lewis,Brussels,2000
1177,Nick Perez,Budapest,2000
1178,Iris Scott,Warsaw,5000
1179,Dave Young,Paris,10000
1180,Sam Green,Berlin,5000
1181,Grace King,Madrid,5000
1182,Quinn Roberts,Oslo,500
1183,Eve Taylor,Vienna,2000
1184,Nick Scott,Stockholm,1000
1185,Karen Campbell,Amsterdam,500
1186,Paul Johnson,Amsterdam,2000
1187,Uma Jones,London,5000
1188,Iris Evans,Amsterdam,10000
1189,Yuki Davies,Copenhagen,500
1190,Eve Green,Oslo,5000
1191,Maya Hall,Copenhagen,5000
1192,Alice Jones,Zurich,1000
1193,Xena Lewis,London,2000
1194,Yuki Turner,Helsinki,1000
1195,Alice Adams,London,1000
1196,Hank Nelson,Lisbon,2000
1197,Eve Brown,Dublin,10000
1198,Sam Roberts,Amsterdam,500
1199,Bob Roberts,Warsaw,5000
1200,Xena King,Riga,10000
1201,Karen Hall,Rome,2000
1202,Paul Lewis,Vienna,1000
1203,Zoe Walker,London,1000
1204,Hank Carter,Rome,1000
1205,Xena Smith,Athens,10000
1206,Frank Brown,Lisbon,500
1207,Maya Baker,Prague,10000
1208,Tina Jones,Riga,500
1209,Victor Brown,London,500
1210,Wendy Brown,Oslo,5000
1211,Maya Brown,Zurich,2000
1212,Paul Nelson,Rome,1000
1213,Wendy Adams,London,2000
1214,Nick Adams,Madrid,10000
1215,Iris Green,Riga,1000
1216,Nick Turner,Madrid,10000
1217,Xena Green,Madrid,2000
1218,Dave Perez,Madrid,5000
1219,Grace Green,Vienna,2000
1220,Quinn Evans,Lisbon,5000
1221,Jack Davies,Paris,10000
1222,Paul Evans,Copenhagen,2000
1223,Hank Smith,London,500
1224,Dave Turner,Athens,5000
1225,Eve Williams,Helsinki,500
1226,Xena Carter,Madrid,2000
1227,Uma Wilson,Stockholm,2000
1228,Iris Allen,Paris,500
1229,Frank Campbell,Paris,2000
1230,Leo Perez,Budapest,5000
1231,Xena Brown,Madrid,500
1232,Alice Campbell,Rome,1000
1233,Karen Lewis,Stockholm,10000
1234,Iris Carter,Berlin,2000
1235,Karen Davies,Madrid,5000
1236,Maya Allen,Prague,5000
1237,Wendy Campbell,Copenhagen,5000
1238,Uma Perez,Amsterdam,500
1239,Eve Nelson,Paris,1000
1240,Dave Hall,Athens,5000
1241,Zoe Scott,Stockholm,1000
1242,Tina Walker,Lisbon,10000
1243,Alice Campbell,Rome,5000
1244,Paul Brown,Oslo,5000
1245,Bob Williams,Prague,2000
1246,Alice Nelson,Helsinki,10000
1247,Xena Scott,Brussels,2000
1248,Quinn King,Riga,500
1249,Nick Adams,Brussels,5000
1250,Leo Adams,Dublin,1000
1251,Rosa Green,Paris,500
1252,Uma Davies,Helsinki,5000
1253,Paul Campbell,Amsterdam,500
1254,Yuki Young,Budapest,1000
1255,Karen Thomas,Paris,10000
1256,Hank Wright,Dublin,5000
1257,Hank Williams,Stockholm,5000
1258,Zoe Scott,Stockholm,500
1259,Paul Allen,Budapest,500
1260,Paul Carter,London,500
1261,Maya Hall,Paris,10000
1262,Rosa Smith,Berlin,10000
1263,Tina Baker,Warsaw,10000
1264,Rosa Evans,Stockholm,2000
1265,Leo Turner,Paris,1000
1266,Olivia Johnson,Zurich,10000
1267,Tina Young,Lisbon,5000
1268,Dave Brown,Brussels,500
1269,Karen Lewis,Warsaw,10000
1270,Quinn Lewis,Madrid,500
1271,Frank Young,Rome,5000
1272,Dave Thomas,Riga,1000
1273,Grace Brown,Dublin,1000
1274,Olivia Turner,Vienna,2000
1275,Dave Mitchell,Oslo,500
1276,Uma Turner,Athens,500
1277,Yuki Allen,Stockholm,10000
1278,Quinn Taylor,Copenhagen,500
1279,Quinn Carter,Paris,10000
1280,Nick Turner,Athens,5000
1281,Quinn Mitchell,Amsterdam,10000
1282,Frank Carter,Rome,500
1283,Maya Adams,Riga,10000
1284,Karen King,Dublin,5000
1285,Tina Nelson,Brussels,2000
1286,Maya Johnson,Warsaw,5000
1287,Zoe Taylor,Rome,5000
1288,Tina Nelson,Helsinki,2000
1289,Wendy Wright,Budapest,10000
1290,Uma Evans,Vienna,1000
1291,Tina Nelson,Warsaw,2000
1292,Victor Taylor,Amsterdam,10000
1293,Rosa Nelson,Budapest,500
1294,Yuki Lewis,Zurich,5000
1295,Sam Scott,Oslo,10000
1296,Jack Campbell,Oslo,500
1297,Quinn Brown,London,5000
1298,Eve Jones,Paris,1000
1299,Iris Mitchell,Amsterdam,2000
1300,Victor Thomas,Rome,500
1301,Wendy Perez,Warsaw,1000
1302,Yuki Wright,Paris,2000
1303,Olivia Brown,Riga,10000
1304,Hank Carter,Zurich,5000
1305,Hank King,Warsaw,500
1306,Maya Walker,Oslo,2000
1307,Rosa Jones,London,2000
1308,Grace Green,Stockholm,1000
1309,Uma Nelson,Lisbon,10000
1310,Rosa Carter,Riga,1000
1311,Yuki Carter,Vienna,2000
1312,Olivia Davies,Berlin,1000
1313,Frank Carter,Helsinki,500
1314,Maya Jones,Oslo,2000
1315,Rosa Thomas,Rome,1000
1316,Sam Campbell,Prague,500
1317,Karen Allen,Rome,500
1318,Eve Johnson,Riga,500
1319,Yuki Baker,Riga,2000
1320,Paul Perez,Athens,10000
1321,Leo Williams,Budapest,10000
1322,Hank Davies,Helsinki,500
1323,Zoe King,Amsterdam,5000
1324,Rosa Wright,Dublin,500
1325,Leo Wilson,Vienna,2000
1326,Karen Lewis,Warsaw,1000
1327,Yuki Green,Helsinki,5000
1328,Rosa Turner,London,500
1329,Victor Lewis,Stockholm,1000
1330,Uma Green,Riga,1000
1331,Bob Adams,Budapest,5000
1332,Zoe Brown,Dublin,2000
1333,Rosa Carter,Warsaw,500
1334,Quinn Turner,Lisbon,10000
1335,Zoe King,Stockholm,5000
1336,Bob Roberts,Vienna,2000
1337,Quinn Williams,Madrid,1000
1338,Yuki Wright,Zurich,500
1339,Uma Williams,Vienna,1000
1340,Victor Hall,Madrid,1000
1341,Rosa Turner,Oslo,500
1342,Xena Adams,Rome,500
1343,Olivia Nelson,Budapest,500
1344,Carol Williams,Paris,1000
1345,Zoe Thomas,Zurich,500
1346,Sam Turner,Brussels,2000
1347,Nick Walker,Stockholm,5000
1348,Nick Johnson,London,5000
1349,Victor Brown,Zurich,500
1350,Uma Carter,Riga,500
1351,Yuki Carter,Athens,500
1352,Wendy Campbell,Berlin,2000
1353,Quinn Brown,Warsaw,2000
1354,Tina Williams,Warsaw,5000
1355,Maya Walker,London,5000
1356,Frank Wright,Brussels,1000
1357,Xena Walker,Zurich,2000
1358,Uma Taylor,Warsaw,2000
1359,Alice Wright,Zurich,1000
1360,Dave Jones,London,10000
1361,Tina Walker,Zurich,10000
1362,Carol Roberts,Vienna,2000
1363,Grace Hall,Helsinki,1000
1364,Frank Davies,Brussels,10000
1365,Iris Evans,Madrid,1000
1366,Victor Perez,Athens,500
1367,Yuki Wright,Stockholm,10000
1368,Carol Roberts,Berlin,2000
1369,Dave Evans,Athens,5000
1370,Karen Lewis,Rome,1000
1371,Dave Roberts,Riga,500
1372,Grace Johnson,Copenhagen,5000
1373,Karen Green,Warsaw,10000
1374,Eve Scott,Athens,2000
1375,Zoe Johnson,Oslo,1000
1376,Alice Johnson,Brussels,1000
1377,Wendy Carter,Oslo,2000
1378,Leo Taylor,Budapest,5000
1379,Olivia Allen,Lisbon,2000
1380,Paul Wright,Madrid,1000
1381,Uma Green,Berlin,2000
1382,Eve Wright,Vienna,2000
1383,Xena Baker,Berlin,500
1384,Alice Campbell,Helsinki,500
1385,Sam Scott,Dublin,10000
1386,Grace Jones,Zurich,2000
1387,Rosa Wright,Copenhagen,1000
1388,Leo Walker,Brussels,10000
1389,Xena Campbell,Warsaw,1000
1390,Olivia King,Helsinki,500
1391,Maya Lewis,Helsinki,500
1392,Victor Wilson,Riga,1000
1393,Yuki King,Rome,5000
1394,Frank Davies,Athens,10000
1395,Victor Campbell,Rome,5000
1396,Leo Jones,Brussels,5000
1397,Hank Williams,Prague,2000
1398,Hank Jones,Vienna,10000
1399,Zoe Lewis,Dublin,5000
1400,Olivia Jones,Paris,2000
1401,Dave Nelson,Helsinki,2000
1402,Xena Thomas,Athens,10000
1403,Sam Davies,Dublin,5000
1404,Leo Scott,Berlin,10000
1405,Iris Walker,Brussels,10000
1406,Maya Lewis,Lisbon,5000
1407,Zoe Young,Riga,500
1408,Quinn Taylor,Stockholm,1000
1409,Hank Williams,Helsinki,2000
1410,Grace Taylor,Amsterdam,1000
1411,Leo Green,Madrid,1000
1412,Nick Perez,Budapest,500
1413,Paul Adams,Copenhagen,5000
1414,Grace Scott,Amsterdam,5000
1415,Alice Wilson,Paris,1000
1416,Sam Scott,Amsterdam,1000
1417,Uma King,Paris,10000
1418,Eve Jones,Amsterdam,2000
1419,Frank King,Dublin,10000
1420,Sam Baker,London,2000
1421,Carol Evans,Stockholm,10000
1422,Paul Campbell,Copenhagen,1000
1423,Hank Turner,Oslo,10000
1424,Eve Perez,Athens,1000
1425,Tina Adams,Helsinki,2000
1426,Frank Carter,Budapest,5000
1427,Tina Scott,Berlin,1000
1428,Maya Walker,Rome,500
1429,Alice Evans,Helsinki,10000
1430,Victor Hall,Rome,10000
1431,Dave Davies,Copenhagen,10000
1432,Tina Jones,Zurich,10000
1433,Yuki Brown,Berlin,5000
1434,Victor Taylor,Riga,10000
1435,Alice Mitchell,Oslo,10000
1436,Nick Lewis,Paris,10000
1437,Nick Wilson,Copenhagen,5000
1438,Leo Scott,Athens,500
1439,Nick Taylor,Prague,5000
1440,Yuki Wilson,Berlin,2000
1441,Tina Wright,Oslo,2000
1442,Grace Smith,London,10000
1443,Quinn Brown,Helsinki,500
1444,Maya Baker,Vienna,2000
1445,Nick Lewis,Madrid,1000
1446,Nick Baker,Athens,2000
1447,Iris Campbell,Zurich,5000
1448,Sam Lewis,Riga,2000
1449,Victor Walker,Vienna,5000
1450,Rosa Perez,Zurich,5000
1451,Frank Lewis,Zurich,10000
1452,Paul Thomas,Warsaw,10000
1453,Leo Mitchell,Dublin,1000
1454,Victor Brown,Brussels,5000
1455,Zoe Nelson,Amsterdam,500
1456,Grace King,Dublin,2000
1457,Zoe Wright,Riga,500
1458,Frank Walker,London,500
1459,Eve Young,Riga,5000
1460,Carol Williams,Prague,1000
1461,Leo Williams,Riga,500
1462,Xena Walker,Dublin,10000
1463,Uma King,Warsaw,10000
1464,Bob Mitchell,Amsterdam,5000
1465,Olivia Smith,Vienna,10000
1466,Jack Evans,Paris,10000
1467,Quinn King,Brussels,10000
1468,Frank Adams,Paris,2000
1469,Hank Baker,London,1000
1470,Carol Thomas,Dublin,2000
1471,Victor Walker,Dublin,10000
1472,Grace King,London,500
1473,Carol Wright,Warsaw,10000
1474,Sam Lewis,Lisbon,2000
1475,Hank Green,Vienna,5000
1476,Maya Scott,London,2000
1477,Frank Hall,Helsinki,500
1478,Rosa Williams,Helsinki,2000
1479,Karen Brown,Helsinki,2000
1480,Rosa Turner,Athens,2000
1481,Wendy Allen,Dublin,10000
1482,Paul Mitchell,Brussels,2000
1483,Yuki Allen,Stockholm,10000
1484,Alice Young,Madrid,2000
1485,Carol Walker,Brussels,1000
1486,Zoe Johnson,Oslo,2000
1487,Quinn Wright,London,2000
1488,Hank Roberts,Berlin,5000
1489,Victor Carter,Budapest,500
1490,Rosa Davies,Copenhagen,2000
1491,Leo Evans,Athens,2000
1492,Frank Carter,Vienna,5000
1493,Xena Evans,Brussels,1000
1494,Iris Evans,Brussels,1000
1495,Hank Turner,Riga,2000
1496,Eve Mitchell,Madrid,500
1497,Carol Adams,Copenhagen,10000
1498,Alice Mitchell,Zurich,500
1499,Paul Lewis,Riga,2000
1500,Paul Scott,Prague,5000
1501,Frank Mitchell,Helsinki,2000
1502,Maya Wilson,Athens,1000
1503,Bob King,Oslo,5000
1504,Rosa Jones,Helsinki,2000
1505,Maya Campbell,Amsterdam,5000
1506,Dave Nelson,Helsinki,5000
1507,Karen Nelson,London,500
1508,Victor Evans,Dublin,10000
1509,Dave Johnson,Lisbon,10000
1510,Iris Davies,Zurich,2000
1511,Hank Thomas,Copenhagen,10000
1512,Karen Lewis,Amsterdam,5000
1513,Nick Evans,Oslo,2000
1514,Leo Campbell,Dublin,2000
1515,Olivia Davies,Athens,1000
1516,Sam Adams,Brussels,500
1517,Xena Thomas,Brussels,10000
1518,Nick Campbell,Dublin,1000
1519,Eve Perez,Rome,5000
